,syllable,count,P,F
3578,samt,3,2.9684e-06,0.9891841242
3579,sak,3,2.9684e-06,0.9891870926
3580,saŋ,3,2.9684e-06,0.989190061
3581,saːs,3,2.9684e-06,0.9891930294
3582,sʊts,3,2.9684e-06,0.9891959978
3583,sɒn,3,2.9684e-06,0.9891989662
3584,sənt,3,2.9684e-06,0.9892019346
3585,sœŋ,3,2.9684e-06,0.989204903
3586,ruːfs,3,2.9684e-06,0.9892078714
3587,ruːɐ,3,2.9684e-06,0.9892108398
3588,reːk,3,2.9684e-06,0.9892138082
3589,rat,3,2.9684e-06,0.9892167766
3590,raltʃ,3,2.9684e-06,0.989219745
3591,raʊxt,3,2.9684e-06,0.9892227134
3592,raɪm,3,2.9684e-06,0.9892256818
3593,raːl,3,2.9684e-06,0.9892286502
3594,rʏs,3,2.9684e-06,0.9892316187
3595,rʊtʃ,3,2.9684e-06,0.9892345871
3596,rɔm,3,2.9684e-06,0.9892375555
3597,rɪm,3,2.9684e-06,0.9892405239
3598,rɪj,3,2.9684e-06,0.9892434923
3599,rɪŋs,3,2.9684e-06,0.9892464607
3600,rɛçts,3,2.9684e-06,0.9892494291
3601,rənt,3,2.9684e-06,0.9892523975
3602,rəŋ,3,2.9684e-06,0.9892553659
3603,pruː,3,2.9684e-06,0.9892583343
3604,prɔx,3,2.9684e-06,0.9892613027
3605,prɪl,3,2.9684e-06,0.9892642711
3606,pleːn,3,2.9684e-06,0.9892672395
3607,plɐ,3,2.9684e-06,0.9892702079
3608,pat,3,2.9684e-06,0.9892731763
3609,pass,3,2.9684e-06,0.9892761447
3610,pal,3,2.9684e-06,0.9892791131
3611,paʊz,3,2.9684e-06,0.9892820815
3612,paɪn,3,2.9684e-06,0.9892850499
3613,paɪl,3,2.9684e-06,0.9892880183
3614,pʊtst,3,2.9684e-06,0.9892909867
3615,pʊt,3,2.9684e-06,0.9892939551
3616,pʊʃ,3,2.9684e-06,0.9892969235
3617,pɔlt,3,2.9684e-06,0.989299892
3618,pɔʏ,3,2.9684e-06,0.9893028604
3619,pɛː,3,2.9684e-06,0.9893058288
3620,nttsvan,3,2.9684e-06,0.9893087972
3621,naɪt,3,2.9684e-06,0.9893117656
3622,naɪkt,3,2.9684e-06,0.989314734
3623,nʏs,3,2.9684e-06,0.9893177024
3624,nʃtɛl,3,2.9684e-06,0.9893206708
3625,nɪmst,3,2.9684e-06,0.9893236392
3626,nɛf,3,2.9684e-06,0.9893266076
3627,nər,3,2.9684e-06,0.989329576
3628,nəns,3,2.9684e-06,0.9893325444
3629,nəŋ,3,2.9684e-06,0.9893355128
3630,mõ,3,2.9684e-06,0.9893384812
3631,mis,3,2.9684e-06,0.9893414496
3632,miːnʃ,3,2.9684e-06,0.989344418
3633,meːls,3,2.9684e-06,0.9893473864
3634,mãː,3,2.9684e-06,0.9893503548
3635,maxst,3,2.9684e-06,0.9893533232
3636,maʊ,3,2.9684e-06,0.9893562916
3637,maːlt,3,2.9684e-06,0.98935926
3638,maːɡ,3,2.9684e-06,0.9893622284
3639,mʏnt,3,2.9684e-06,0.9893651968
3640,mɔɐts,3,2.9684e-06,0.9893681652
3641,mɛks,3,2.9684e-06,0.9893711337
3642,mɐs,3,2.9684e-06,0.9893741021
3643,loːk,3,2.9684e-06,0.9893770705
3644,liːt,3,2.9684e-06,0.9893800389
3645,liːpst,3,2.9684e-06,0.9893830073
3646,liːɐt,3,2.9684e-06,0.9893859757
3647,leːn,3,2.9684e-06,0.9893889441
3648,leːb,3,2.9684e-06,0.9893919125
3649,laxt,3,2.9684e-06,0.9893948809
3650,laːd,3,2.9684e-06,0.9893978493
3651,lʏp,3,2.9684e-06,0.9894008177
3652,lɔs,3,2.9684e-06,0.9894037861
3653,lɛnts,3,2.9684e-06,0.9894067545
3654,lɛnt,3,2.9684e-06,0.9894097229
3655,ləm,3,2.9684e-06,0.9894126913
3656,løːst,3,2.9684e-06,0.9894156597
3657,kyːn,3,2.9684e-06,0.9894186281
3658,kvatʃt,3,2.9684e-06,0.9894215965
3659,kvart,3,2.9684e-06,0.9894245649
3660,kva,3,2.9684e-06,0.9894275333
3661,kuːɐ,3,2.9684e-06,0.9894305017
3662,ksvaɪ,3,2.9684e-06,0.9894334701
3663,ksən,3,2.9684e-06,0.9894364385
3664,kruː,3,2.9684e-06,0.989439407
3665,kroːt,3,2.9684e-06,0.9894423754
3666,kraʊx,3,2.9684e-06,0.9894453438
3667,kra,3,2.9684e-06,0.9894483122
3668,krɔʏts,3,2.9684e-06,0.9894512806
3669,krɪpt,3,2.9684e-06,0.989454249
3670,koːl,3,2.9684e-06,0.9894572174
3671,knɪk,3,2.9684e-06,0.9894601858
3672,kmøː,3,2.9684e-06,0.9894631542
3673,kliː,3,2.9684e-06,0.9894661226
3674,klɔpft,3,2.9684e-06,0.989469091
3675,klɔp,3,2.9684e-06,0.9894720594
3676,kløː,3,2.9684e-06,0.9894750278
3677,kiːm,3,2.9684e-06,0.9894779962
3678,kiːɐt,3,2.9684e-06,0.9894809646
3679,keːn,3,2.9684e-06,0.989483933
3680,kaɪns,3,2.9684e-06,0.9894869014
3681,kaɪd,3,2.9684e-06,0.9894898698
3682,kaːs,3,2.9684e-06,0.9894928382
3683,kaːrt,3,2.9684e-06,0.9894958066
3684,kaːrd,3,2.9684e-06,0.989498775
3685,kʊp,3,2.9684e-06,0.9895017434
3686,kʃtɛl,3,2.9684e-06,0.9895047118
3687,kɔmp,3,2.9684e-06,0.9895076803
3688,kɔɐn,3,2.9684e-06,0.9895106487
3689,kɔɐm,3,2.9684e-06,0.9895136171
3690,kɪt,3,2.9684e-06,0.9895165855
3691,kɛːsp,3,2.9684e-06,0.9895195539
3692,kɛːm,3,2.9684e-06,0.9895225223
3693,kɛɐl,3,2.9684e-06,0.9895254907
3694,kœç,3,2.9684e-06,0.9895284591
3695,jes,3,2.9684e-06,0.9895314275
3696,jam,3,2.9684e-06,0.9895343959
3697,jʊŋs,3,2.9684e-06,0.9895373643
3698,jɔx,3,2.9684e-06,0.9895403327
3699,jɔɐk,3,2.9684e-06,0.9895433011
3700,jɐ,3,2.9684e-06,0.9895462695
3701,hot,3,2.9684e-06,0.9895492379
3702,hoːn,3,2.9684e-06,0.9895522063
3703,hnaːm,3,2.9684e-06,0.9895551747
3704,hnɪs,3,2.9684e-06,0.9895581431
3705,hi,3,2.9684e-06,0.9895611115
3706,he,3,2.9684e-06,0.9895640799
3707,haz,3,2.9684e-06,0.9895670483
3708,halts,3,2.9684e-06,0.9895700167
3709,hab,3,2.9684e-06,0.9895729851
3710,haɪd,3,2.9684e-06,0.9895759536
3711,haːlp,3,2.9684e-06,0.989578922
3712,hɔft,3,2.9684e-06,0.9895818904
3713,hɔʏs,3,2.9684e-06,0.9895848588
3714,hɔɐs,3,2.9684e-06,0.9895878272
3715,hɪns,3,2.9684e-06,0.9895907956
3716,hɛm,3,2.9684e-06,0.989593764
3717,hɛks,3,2.9684e-06,0.9895967324
3718,hɛŋkt,3,2.9684e-06,0.9895997008
3719,hɛŋk,3,2.9684e-06,0.9896026692
3720,hɛɐm,3,2.9684e-06,0.9896056376
3721,høːɐd,3,2.9684e-06,0.989608606
3722,ɡreːkt,3,2.9684e-06,0.9896115744
3723,ɡran,3,2.9684e-06,0.9896145428
3724,ɡraɪf,3,2.9684e-06,0.9896175112
3725,ɡraːt,3,2.9684e-06,0.9896204796
3726,ɡrɪç,3,2.9684e-06,0.989623448
3727,ɡnyːŋ,3,2.9684e-06,0.9896264164
3728,ɡnaʊ,3,2.9684e-06,0.9896293848
3729,ɡmax,3,2.9684e-06,0.9896323532
3730,ɡmʏnt,3,2.9684e-06,0.9896353216
3731,ɡmɛn,3,2.9684e-06,0.98963829
3732,ɡleːkt,3,2.9684e-06,0.9896412584
3733,ɡlɪçst,3,2.9684e-06,0.9896442268
3734,ɡlɛt,3,2.9684e-06,0.9896471953
3735,ɡlɐ,3,2.9684e-06,0.9896501637
3736,ɡklap,3,2.9684e-06,0.9896531321
3737,ɡkaʊft,3,2.9684e-06,0.9896561005
3738,ɡkʏm,3,2.9684e-06,0.9896590689
3739,ɡkʊk,3,2.9684e-06,0.9896620373
3740,ɡjoː,3,2.9684e-06,0.9896650057
3741,ɡen,3,2.9684e-06,0.9896679741
3742,ɡbaʊt,3,2.9684e-06,0.9896709425
3743,ɡast,3,2.9684e-06,0.9896739109
3744,ɡaf,3,2.9684e-06,0.9896768793
3745,ɡʃriːm,3,2.9684e-06,0.9896798477
3746,ɡʃɛft,3,2.9684e-06,0.9896828161
3747,ɡɔŋ,3,2.9684e-06,0.9896857845
3748,ɡɪft,3,2.9684e-06,0.9896887529
3749,ɡɛns,3,2.9684e-06,0.9896917213
3750,ɡəŋ,3,2.9684e-06,0.9896946897
3751,ɡɐs,3,2.9684e-06,0.9896976581
3752,fyːkt,3,2.9684e-06,0.9897006265
3753,friːk,3,2.9684e-06,0.9897035949
3754,fraɪç,3,2.9684e-06,0.9897065633
3755,frʏç,3,2.9684e-06,0.9897095317
3756,frɔn,3,2.9684e-06,0.9897125001
3757,frɔʏnh,3,2.9684e-06,0.9897154686
3758,frɪt,3,2.9684e-06,0.989718437
3759,frøː,3,2.9684e-06,0.9897214054
3760,fliːçt,3,2.9684e-06,0.9897243738
3761,flaɪʃ,3,2.9684e-06,0.9897273422
3762,flɛç,3,2.9684e-06,0.9897303106
3763,flə,3,2.9684e-06,0.989733279
3764,feːb,3,2.9684e-06,0.9897362474
3765,faʊl,3,2.9684e-06,0.9897392158
3766,faɪls,3,2.9684e-06,0.9897421842
3767,faɪl,3,2.9684e-06,0.9897451526
3768,faːl,3,2.9684e-06,0.989748121
3769,fʏnfts,3,2.9684e-06,0.9897510894
3770,fʏmft,3,2.9684e-06,0.9897540578
3771,fɔʏ,3,2.9684e-06,0.9897570262
3772,fɔɐs,3,2.9684e-06,0.9897599946
3773,fɛt,3,2.9684e-06,0.989762963
3774,fɛlɒ,3,2.9684e-06,0.9897659314
3775,fɛɐt,3,2.9684e-06,0.9897688998
3776,fɛɐp,3,2.9684e-06,0.9897718682
3777,fɛɐnh,3,2.9684e-06,0.9897748366
3778,fəls,3,2.9684e-06,0.989777805
3779,et,3,2.9684e-06,0.9897807734
3780,eːl,3,2.9684e-06,0.9897837419
3781,eːɐss,3,2.9684e-06,0.9897867103
3782,dyːs,3,2.9684e-06,0.9897896787
3783,dwe,3,2.9684e-06,0.9897926471
3784,druː,3,2.9684e-06,0.9897956155
3785,droː,3,2.9684e-06,0.9897985839
3786,dreːn,3,2.9684e-06,0.9898015523
3787,dre,3,2.9684e-06,0.9898045207
3788,draks,3,2.9684e-06,0.9898074891
3789,draŋ,3,2.9684e-06,0.9898104575
3790,draːt,3,2.9684e-06,0.9898134259
3791,draːm,3,2.9684e-06,0.9898163943
3792,drɐ,3,2.9684e-06,0.9898193627
3793,dlɪç,3,2.9684e-06,0.9898223311
3794,djɔs,3,2.9684e-06,0.9898252995
3795,djɛl,3,2.9684e-06,0.9898282679
3796,diːr,3,2.9684e-06,0.9898312363
3797,damt,3,2.9684e-06,0.9898342047
3798,daʊn,3,2.9684e-06,0.9898371731
3799,daːx,3,2.9684e-06,0.9898401415
3800,daːt,3,2.9684e-06,0.9898431099
3801,dʒɔɐtʃ,3,2.9684e-06,0.9898460783
3802,dʒɐ,3,2.9684e-06,0.9898490467
3803,dʊɐf,3,2.9684e-06,0.9898520152
3804,dɪj,3,2.9684e-06,0.9898549836
3805,dɪh,3,2.9684e-06,0.989857952
3806,dɪŋɒ,3,2.9684e-06,0.9898609204
3807,dɛt,3,2.9684e-06,0.9898638888
3808,dɛnts,3,2.9684e-06,0.9898668572
3809,dɛnt,3,2.9684e-06,0.9898698256
3810,dɛfs,3,2.9684e-06,0.989872794
3811,dɛʃŋ,3,2.9684e-06,0.9898757624
3812,dɛŋks,3,2.9684e-06,0.9898787308
3813,bzuːx,3,2.9684e-06,0.9898816992
3814,bsçn,3,2.9684e-06,0.9898846676
3815,bsɐl,3,2.9684e-06,0.989887636
3816,breːm,3,2.9684e-06,0.9898906044
3817,braʊn,3,2.9684e-06,0.9898935728
3818,brɔx,3,2.9684e-06,0.9898965412
3819,brɔm,3,2.9684e-06,0.9898995096
3820,brɪk,3,2.9684e-06,0.989902478
3821,brɛt,3,2.9684e-06,0.9899054464
3822,brøːt,3,2.9684e-06,0.9899084148
3823,bnən,3,2.9684e-06,0.9899113832
3824,bmts,3,2.9684e-06,0.9899143516
3825,bmʊts,3,2.9684e-06,0.98991732
3826,bliːk,3,2.9684e-06,0.9899202884
3827,bleːts,3,2.9684e-06,0.9899232569
3828,bdaŋ,3,2.9684e-06,0.9899262253
3829,bdɪŋ,3,2.9684e-06,0.9899291937
3830,bap,3,2.9684e-06,0.9899321621
3831,baɪs,3,2.9684e-06,0.9899351305
3832,bʏt,3,2.9684e-06,0.9899380989
3833,bʃtɪm,3,2.9684e-06,0.9899410673
3834,bʃtɛl,3,2.9684e-06,0.9899440357
3835,bɪts,3,2.9684e-06,0.9899470041
3836,bɪɐ,3,2.9684e-06,0.9899499725
3837,bɛtʃ,3,2.9684e-06,0.9899529409
3838,bɛnts,3,2.9684e-06,0.9899559093
3839,bɛɐt,3,2.9684e-06,0.9899588777
3840,bɛɐns,3,2.9684e-06,0.9899618461
3841,bœnʃ,3,2.9684e-06,0.9899648145
3842,arts,3,2.9684e-06,0.9899677829
3843,aʊɡ,3,2.9684e-06,0.9899707513
3844,aɪt,3,2.9684e-06,0.9899737197
3845,aɪnst,3,2.9684e-06,0.9899766881
3846,ʒʊɐ,3,2.9684e-06,0.9899796565
3847,ʒəl,3,2.9684e-06,0.9899826249
3848,ʊʃ,3,2.9684e-06,0.9899855933
3849,ʃvi,3,2.9684e-06,0.9899885617
3850,ʃvar,3,2.9684e-06,0.9899915302
3851,ʃtroːm,3,2.9684e-06,0.9899944986
3852,ʃtraf,3,2.9684e-06,0.989997467
3853,ʃtrɔʏ,3,2.9684e-06,0.9900004354
3854,ʃtrɛŋnt,3,2.9684e-06,0.9900034038
3855,ʃtrøː,3,2.9684e-06,0.9900063722
3856,ʃtoː,3,2.9684e-06,0.9900093406
3857,ʃtiːk,3,2.9684e-06,0.990012309
3858,ʃteːst,3,2.9684e-06,0.9900152774
3859,ʃtaʊs,3,2.9684e-06,0.9900182458
3860,ʃtaːts,3,2.9684e-06,0.9900212142
3861,ʃtaːl,3,2.9684e-06,0.9900241826
3862,ʃtɪn,3,2.9684e-06,0.990027151
3863,ʃtɪl,3,2.9684e-06,0.9900301194
3864,ʃtɪf,3,2.9684e-06,0.9900330878
3865,ʃtɛkt,3,2.9684e-06,0.9900360562
3866,ʃtɛç,3,2.9684e-06,0.9900390246
3867,ʃtɛɐk,3,2.9684e-06,0.990041993
3868,ʃtøːɐ,3,2.9684e-06,0.9900449614
3869,ʃrɪt,3,2.9684e-06,0.9900479298
3870,ʃrɛŋkt,3,2.9684e-06,0.9900508982
3871,ʃprʏç,3,2.9684e-06,0.9900538666
3872,ʃprɛː,3,2.9684e-06,0.990056835
3873,ʃpɛç,3,2.9684e-06,0.9900598035
3874,ʃnɪ,3,2.9684e-06,0.9900627719
3875,ʃmiːt,3,2.9684e-06,0.9900657403
3876,ʃmɪs,3,2.9684e-06,0.9900687087
3877,ʃleːɡ,3,2.9684e-06,0.9900716771
3878,ʃlaːkt,3,2.9684e-06,0.9900746455
3879,ʃlɪçt,3,2.9684e-06,0.9900776139
3880,ʃlɛçts,3,2.9684e-06,0.9900805823
3881,ʃlɛːf,3,2.9684e-06,0.9900835507
3882,ʃlɛː,3,2.9684e-06,0.9900865191
3883,ʃlɛ,3,2.9684e-06,0.9900894875
3884,ʃam,3,2.9684e-06,0.9900924559
3885,ʃafts,3,2.9684e-06,0.9900954243
3886,ʃɔs,3,2.9684e-06,0.9900983927
3887,ʃɪt,3,2.9684e-06,0.9901013611
3888,ʃɛr,3,2.9684e-06,0.9901043295
3889,ʃœpft,3,2.9684e-06,0.9901072979
3890,ʃɐt,3,2.9684e-06,0.9901102663
3891,ɒoɐ,3,2.9684e-06,0.9901132347
3892,ɒm,3,2.9684e-06,0.9901162031
3893,ɒev,3,2.9684e-06,0.9901191715
3894,ɒã,3,2.9684e-06,0.9901221399
3895,ɒaf,3,2.9684e-06,0.9901251083
3896,ɒaʊt,3,2.9684e-06,0.9901280768
3897,ɒaŋs,3,2.9684e-06,0.9901310452
3898,ɒʊms,3,2.9684e-06,0.9901340136
3899,ɒʊf,3,2.9684e-06,0.990136982
3900,ɒʊɐ,3,2.9684e-06,0.9901399504
3901,ɒɛlft,3,2.9684e-06,0.9901429188
3902,ɒøːs,3,2.9684e-06,0.9901458872
3903,ɛtv,3,2.9684e-06,0.9901488556
3904,ɛntç,3,2.9684e-06,0.990151824
3905,ɛkʃ,3,2.9684e-06,0.9901547924
3906,çaɪ,3,2.9684e-06,0.9901577608
3907,ɐts,3,2.9684e-06,0.9901607292
3908,ɐst,3,2.9684e-06,0.9901636976
3909,ɐd,3,2.9684e-06,0.990166666
3910,øːɐt,3,2.9684e-06,0.9901696344
3911,zõː,2,1.9789e-06,0.9901716133
3912,zof,2,1.9789e-06,0.9901735923
3913,znɪç,2,1.9789e-06,0.9901755712
3914,zmøː,2,1.9789e-06,0.9901775502
3915,zjoːns,2,1.9789e-06,0.9901795291
3916,zjaː,2,1.9789e-06,0.990181508
3917,zil,2,1.9789e-06,0.990183487
3918,ziːs,2,1.9789e-06,0.9901854659
3919,ziːn,2,1.9789e-06,0.9901874448
3920,zeːk,2,1.9789e-06,0.9901894238
3921,zant,2,1.9789e-06,0.9901914027
3922,zalt,2,1.9789e-06,0.9901933816
3923,zaɪl,2,1.9789e-06,0.9901953606
3924,zaːxs,2,1.9789e-06,0.9901973395
3925,zaːlt,2,1.9789e-06,0.9901993185
3926,zʊnst,2,1.9789e-06,0.9902012974
3927,zʊɐ,2,1.9789e-06,0.9902032763
3928,zɔs,2,1.9789e-06,0.9902052553
3929,zɔʏ,2,1.9789e-06,0.9902072342
3930,zɔ,2,1.9789e-06,0.9902092131
3931,zɪz,2,1.9789e-06,0.9902111921
3932,zɪnd,2,1.9789e-06,0.990213171
3933,zɪlk,2,1.9789e-06,0.9902151499
3934,zɪçst,2,1.9789e-06,0.9902171289
3935,zɛmt,2,1.9789e-06,0.9902191078
3936,zɛkt,2,1.9789e-06,0.9902210868
3937,zənt,2,1.9789e-06,0.9902230657
3938,zəns,2,1.9789e-06,0.9902250446
3939,yːp,2,1.9789e-06,0.9902270236
3940,yːɐs,2,1.9789e-06,0.9902290025
3941,y,2,1.9789e-06,0.9902309814
3942,xtnt,2,1.9789e-06,0.9902329604
3943,xtn,2,1.9789e-06,0.9902349393
3944,xɒaɪ,2,1.9789e-06,0.9902369182
3945,xəs,2,1.9789e-06,0.9902388972
3946,xəŋ,2,1.9789e-06,0.9902408761
3947,vvas,2,1.9789e-06,0.9902428551
3948,vaxt,2,1.9789e-06,0.990244834
3949,vat,2,1.9789e-06,0.9902468129
3950,vantss,2,1.9789e-06,0.9902487919
3951,vansst,2,1.9789e-06,0.9902507708
3952,vansç,2,1.9789e-06,0.9902527497
3953,vaɪm,2,1.9789e-06,0.9902547287
3954,vaɪd,2,1.9789e-06,0.9902567076
3955,vaːnts,2,1.9789e-06,0.9902586865
3956,vaːm,2,1.9789e-06,0.9902606655
3957,vʏɐs,2,1.9789e-06,0.9902626444
3958,vʊɐʃt,2,1.9789e-06,0.9902646233
3959,vɔt,2,1.9789e-06,0.9902666023
3960,vɔm,2,1.9789e-06,0.9902685812
3961,vɔlfs,2,1.9789e-06,0.9902705602
3962,vɪm,2,1.9789e-06,0.9902725391
3963,vɪŋk,2,1.9789e-06,0.990274518
3964,vɪçs,2,1.9789e-06,0.990276497
3965,vɪɐk,2,1.9789e-06,0.9902784759
3966,vɛts,2,1.9789e-06,0.9902804548
3967,vɛst,2,1.9789e-06,0.9902824338
3968,vɛːɐt,2,1.9789e-06,0.9902844127
3969,vɛːɐst,2,1.9789e-06,0.9902863916
3970,vəl,2,1.9789e-06,0.9902883706
3971,vɐs,2,1.9789e-06,0.9902903495
3972,uːn,2,1.9789e-06,0.9902923285
3973,tuːm,2,1.9789e-06,0.9902943074
3974,tuːɐn,2,1.9789e-06,0.9902962863
3975,tsyːɡ,2,1.9789e-06,0.9902982653
3976,tsvansst,2,1.9789e-06,0.9903002442
3977,tsvaɪk,2,1.9789e-06,0.9903022231
3978,tsva,2,1.9789e-06,0.9903042021
3979,tsvɪŋ,2,1.9789e-06,0.990306181
3980,tsvœf,2,1.9789e-06,0.9903081599
3981,tsuz,2,1.9789e-06,0.9903101389
3982,tsuːks,2,1.9789e-06,0.9903121178
3983,tstaːxs,2,1.9789e-06,0.9903140968
3984,tska,2,1.9789e-06,0.9903160757
3985,tsio,2,1.9789e-06,0.9903180546
3986,tsaɪkst,2,1.9789e-06,0.9903200336
3987,tsa,2,1.9789e-06,0.9903220125
3988,tsʏç,2,1.9789e-06,0.9903239914
3989,tsʊŋ,2,1.9789e-06,0.9903259704
3990,tsɛç,2,1.9789e-06,0.9903279493
3991,tsət,2,1.9789e-06,0.9903299282
3992,troːst,2,1.9789e-06,0.9903319072
3993,triːm,2,1.9789e-06,0.9903338861
3994,treːt,2,1.9789e-06,0.9903358651
3995,traʊn,2,1.9789e-06,0.990337844
3996,traʊms,2,1.9789e-06,0.9903398229
3997,traɪz,2,1.9789e-06,0.9903418019
3998,traɪn,2,1.9789e-06,0.9903437808
3999,traːxs,2,1.9789e-06,0.9903457597
4000,traːt,2,1.9789e-06,0.9903477387
4001,traːls,2,1.9789e-06,0.9903497176
4002,traːf,2,1.9789e-06,0.9903516965
4003,trʊk,2,1.9789e-06,0.9903536755
4004,trɪp,2,1.9789e-06,0.9903556544
4005,trɛnt,2,1.9789e-06,0.9903576334
4006,trɛçt,2,1.9789e-06,0.9903596123
4007,trɛ,2,1.9789e-06,0.9903615912
4008,trən,2,1.9789e-06,0.9903635702
4009,trøːs,2,1.9789e-06,0.9903655491
4010,trøː,2,1.9789e-06,0.990367528
4011,tr,2,1.9789e-06,0.990369507
4012,toːr,2,1.9789e-06,0.9903714859
4013,tnts,2,1.9789e-06,0.9903734648
4014,tiːl,2,1.9789e-06,0.9903754438
4015,tap,2,1.9789e-06,0.9903774227
4016,taʊk,2,1.9789e-06,0.9903794016
4017,taʊʃt,2,1.9789e-06,0.9903813806
4018,taʊʃ,2,1.9789e-06,0.9903833595
4019,taɪls,2,1.9789e-06,0.9903853385
4020,taɪç,2,1.9789e-06,0.9903873174
4021,tʃtɛl,2,1.9789e-06,0.9903892963
4022,tʃan,2,1.9789e-06,0.9903912753
4023,tʃaɪd,2,1.9789e-06,0.9903932542
4024,tʃɛm,2,1.9789e-06,0.9903952331
4025,tʃɛkst,2,1.9789e-06,0.9903972121
4026,tɒœst,2,1.9789e-06,0.990399191
4027,tɔp,2,1.9789e-06,0.9904011699
4028,tɔʃ,2,1.9789e-06,0.9904031489
4029,tɔŋs,2,1.9789e-06,0.9904051278
4030,tɔ,2,1.9789e-06,0.9904071068
4031,tɪpt,2,1.9789e-06,0.9904090857
4032,tɪft,2,1.9789e-06,0.9904110646
4033,tɛsts,2,1.9789e-06,0.9904130436
4034,tɛnts,2,1.9789e-06,0.9904150225
4035,tɛkt,2,1.9789e-06,0.9904170014
4036,tðə,2,1.9789e-06,0.9904189804
4037,təlt,2,1.9789e-06,0.9904209593
4038,syː,2,1.9789e-06,0.9904229382
4039,svoː,2,1.9789e-06,0.9904249172
4040,suːf,2,1.9789e-06,0.9904268961
4041,snoː,2,1.9789e-06,0.9904288751
4042,snʏt,2,1.9789e-06,0.990430854
4043,smɪf,2,1.9789e-06,0.9904328329
4044,slo,2,1.9789e-06,0.9904348119
4045,skvɔʃ,2,1.9789e-06,0.9904367908
4046,skɔn,2,1.9789e-06,0.9904387697
4047,skɛn,2,1.9789e-06,0.9904407487
4048,sjɛː,2,1.9789e-06,0.9904427276
4049,siːns,2,1.9789e-06,0.9904447065
4050,siːn,2,1.9789e-06,0.9904466855
4051,siːl,2,1.9789e-06,0.9904486644
4052,siːɡ,2,1.9789e-06,0.9904506434
4053,sants,2,1.9789e-06,0.9904526223
4054,sans,2,1.9789e-06,0.9904546012
4055,saɪks,2,1.9789e-06,0.9904565802
4056,saɪç,2,1.9789e-06,0.9904585591
4057,saːh,2,1.9789e-06,0.990460538
4058,sʊŋs,2,1.9789e-06,0.990462517
4059,sɒaʊf,2,1.9789e-06,0.9904644959
4060,sɒʊn,2,1.9789e-06,0.9904664748
4061,sɪkst,2,1.9789e-06,0.9904684538
4062,sɪj,2,1.9789e-06,0.9904704327
4063,sɛts,2,1.9789e-06,0.9904724117
4064,sɛps,2,1.9789e-06,0.9904743906
4065,sɛnt,2,1.9789e-06,0.9904763695
4066,səŋ,2,1.9789e-06,0.9904783485
4067,sœɐf,2,1.9789e-06,0.9904803274
4068,sɐt,2,1.9789e-06,0.9904823063
4069,ruːt,2,1.9789e-06,0.9904842853
4070,ruːm,2,1.9789e-06,0.9904862642
4071,roːs,2,1.9789e-06,0.9904882431
4072,roːm,2,1.9789e-06,0.9904902221
4073,ris,2,1.9789e-06,0.990492201
4074,riːf,2,1.9789e-06,0.9904941799
4075,riːɐ,2,1.9789e-06,0.9904961589
4076,res,2,1.9789e-06,0.9904981378
4077,rap,2,1.9789e-06,0.9905001168
4078,raʃ,2,1.9789e-06,0.9905020957
4079,raːn,2,1.9789e-06,0.9905040746
4080,rʏkt,2,1.9789e-06,0.9905060536
4081,rʊtʃt,2,1.9789e-06,0.9905080325
4082,rʊŋk,2,1.9789e-06,0.9905100114
4083,rɔt,2,1.9789e-06,0.9905119904
4084,rɔp,2,1.9789e-06,0.9905139693
4085,rɪst,2,1.9789e-06,0.9905159482
4086,rɪh,2,1.9789e-06,0.9905179272
4087,rɪçts,2,1.9789e-06,0.9905199061
4088,rɛts,2,1.9789e-06,0.9905218851
4089,rɛnt,2,1.9789e-06,0.990523864
4090,rɛŋ,2,1.9789e-06,0.9905258429
4091,r,2,1.9789e-06,0.9905278219
4092,psən,2,1.9789e-06,0.9905298008
4093,priːf,2,1.9789e-06,0.9905317797
4094,pres,2,1.9789e-06,0.9905337587
4095,prɔp,2,1.9789e-06,0.9905357376
4096,prɔ,2,1.9789e-06,0.9905377165
4097,prɪŋt,2,1.9789e-06,0.9905396955
4098,prɛː,2,1.9789e-06,0.9905416744
4099,poɐt,2,1.9789e-06,0.9905436534
4100,plak,2,1.9789e-06,0.9905456323
4101,plaʊf,2,1.9789e-06,0.9905476112
4102,plaʊ,2,1.9789e-06,0.9905495902
4103,plaːr,2,1.9789e-06,0.9905515691
4104,plɛs,2,1.9789e-06,0.990553548
4105,plɛm,2,1.9789e-06,0.990555527
4106,plœts,2,1.9789e-06,0.9905575059
4107,pjəns,2,1.9789e-06,0.9905594848
4108,piːtʃ,2,1.9789e-06,0.9905614638
4109,piːɐ,2,1.9789e-06,0.9905634427
4110,pfɪŋst,2,1.9789e-06,0.9905654217
4111,pfɛn,2,1.9789e-06,0.9905674006
4112,pasp,2,1.9789e-06,0.9905693795
4113,parks,2,1.9789e-06,0.9905713585
4114,parʃ,2,1.9789e-06,0.9905733374
4115,paːl,2,1.9789e-06,0.9905753163
4116,pʏŋk,2,1.9789e-06,0.9905772953
4117,pʊts,2,1.9789e-06,0.9905792742
4118,pʊm,2,1.9789e-06,0.9905812531
4119,pʊf,2,1.9789e-06,0.9905832321
4120,pɔʏn,2,1.9789e-06,0.990585211
4121,pɛɐs,2,1.9789e-06,0.99058719
4122,pəlt,2,1.9789e-06,0.9905891689
4123,pœɐls,2,1.9789e-06,0.9905911478
4124,pɐt,2,1.9789e-06,0.9905931268
